,age,workclass,education,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,over50K
26547,8,2,9,4,9,3,4,0,0,0,39,12,0
4959,45,1,9,6,9,1,4,0,0,0,47,38,0
7241,14,2,5,4,5,1,4,0,0,0,29,31,0
25691,3,2,15,4,11,1,4,0,0,0,19,38,0
32046,20,4,12,4,3,1,4,1,0,0,59,38,0
31423,3,2,8,4,7,3,4,1,0,0,39,38,0
24789,28,2,11,2,7,0,4,1,0,0,39,38,0
28079,18,2,2,2,13,0,4,1,0,0,39,38,0
4325,14,1,11,4,0,1,4,0,0,0,39,38,0
21321,20,2,14,2,9,0,4,1,0,0,59,38,1
27887,41,0,9,2,0,0,4,1,0,0,39,38,1
3682,18,4,11,2,2,0,4,1,49,0,39,38,1
5485,34,2,15,2,3,0,4,1,0,0,44,38,1
14585,11,4,15,2,4,0,4,1,0,0,54,38,0
10766,23,2,11,0,2,1,4,1,0,0,39,38,0
20741,3,2,11,4,0,3,2,0,0,0,19,38,0
6732,5,2,11,0,12,4,4,0,0,0,29,10,0
17221,14,2,15,2,7,0,4,1,0,0,39,38,1
1819,40,4,14,2,11,5,4,0,107,0,34,38,1
17187,31,2,15,2,5,0,4,1,0,0,29,38,0
15977,11,4,8,2,4,0,4,1,0,0,59,38,0
12398,14,2,11,4,11,3,4,0,0,0,39,38,0
4095,52,2,4,2,0,0,4,1,16,0,39,38,0
22689,5,2,9,4,0,3,4,0,0,0,34,38,0
13730,47,2,15,0,3,4,4,0,0,0,39,38,0
8217,27,2,1,5,7,4,2,0,0,0,59,38,0
20375,19,2,11,4,11,1,4,0,0,0,39,38,0
13107,42,2,15,2,9,0,4,1,0,0,35,38,1
5360,41,3,15,2,13,5,4,0,0,0,39,38,1
10534,32,2,15,0,2,1,4,0,0,0,39,38,0
28498,18,2,9,2,3,0,4,1,0,0,67,38,0
31604,30,2,11,2,7,5,4,0,0,0,34,38,0
15225,6,2,15,4,4,4,4,1,0,0,44,38,0
18838,22,2,11,4,6,4,2,0,0,0,35,38,0
30676,11,2,0,2,13,0,4,1,0,0,39,38,0
10562,36,2,11,4,11,1,4,0,0,0,39,38,0
15234,31,2,11,6,7,4,4,0,0,0,24,38,0
23838,20,2,8,0,11,1,4,1,0,0,44,38,1
28663,12,2,11,4,7,1,2,0,0,0,39,38,0
14925,11,2,11,2,6,0,4,1,0,0,39,38,0
19751,37,1,9,2,3,0,4,1,0,0,39,38,0
19083,41,2,6,2,5,0,4,1,0,0,39,38,0
14059,9,2,9,4,5,3,4,1,0,0,39,38,0
28619,14,2,15,4,11,1,4,0,0,0,39,38,0
26508,11,2,11,2,2,0,4,1,0,0,34,38,0
29114,15,2,15,2,2,0,4,1,0,0,39,38,0
20107,43,4,11,2,11,0,4,1,0,0,67,38,0
25171,30,2,15,3,3,4,4,0,0,0,34,32,0
12654,43,1,15,2,0,5,4,0,0,0,34,38,0
20506,43,2,15,2,2,0,0,1,0,0,39,38,0
5246,8,2,12,2,4,1,4,1,0,0,92,38,1
3548,23,4,11,2,2,0,4,1,53,0,39,38,0
4847,1,2,1,4,7,2,4,1,0,0,24,38,0
11431,26,2,11,0,7,1,4,0,0,0,34,38,0
911,36,2,11,5,0,4,4,0,0,43,37,38,0
17547,8,2,1,3,5,1,4,1,0,0,39,25,0
15140,15,2,15,2,11,0,2,1,0,0,63,38,0
17844,25,5,11,2,3,0,4,1,0,0,39,38,1
1001,26,2,11,0,7,1,2,0,0,38,34,38,0
23970,15,2,11,2,5,0,4,1,0,0,39,38,0
7341,23,2,15,2,12,0,4,1,0,0,47,38,1
22363,20,2,11,0,2,4,4,0,0,0,47,38,0
19416,27,2,3,2,10,2,4,1,0,0,39,25,0
21768,6,2,8,4,3,3,4,1,0,0,39,38,0
4843,27,2,9,0,3,3,4,0,0,0,49,38,1
26740,21,4,9,2,9,0,4,1,0,0,67,38,0
4481,12,1,9,4,10,1,4,1,0,0,55,38,0
31506,44,4,6,2,11,0,4,1,0,0,57,38,1
24579,13,2,9,4,3,1,4,0,0,0,39,38,0
10324,11,2,9,2,11,0,4,1,0,0,59,38,1
13392,8,2,11,2,0,5,4,0,0,0,39,38,0
17250,46,2,2,6,11,4,4,0,0,0,39,38,0
22486,4,2,11,4,5,3,4,1,0,0,35,38,0
21941,59,4,11,2,2,0,4,1,0,0,29,38,0
12722,27,4,14,2,9,0,4,1,0,0,39,38,1
6790,10,2,11,4,2,3,4,0,0,0,44,38,0
24189,14,3,11,2,2,0,4,1,0,0,49,38,0
7861,1,2,2,4,2,3,4,1,0,0,9,38,0
23624,46,2,11,6,0,1,4,0,0,0,39,38,0
20010,22,2,9,2,3,0,4,1,0,0,44,38,0
1957,42,2,9,2,9,0,4,1,107,0,39,38,1
16383,2,2,15,4,7,3,4,1,0,0,19,38,0
4163,2,2,2,5,9,3,4,0,6,0,39,38,0
19720,10,2,8,4,6,4,2,0,0,0,39,38,0
21377,13,2,7,0,0,1,4,0,0,0,24,38,0
21881,22,1,12,2,9,5,4,0,0,0,49,8,1
18601,52,2,11,2,11,0,4,1,0,0,9,38,0
20727,33,5,8,2,9,0,4,1,0,0,39,38,0
18489,16,2,11,0,7,4,2,1,0,0,39,38,0
30109,10,2,11,4,13,3,4,1,0,0,39,38,0
15245,6,2,15,4,11,3,1,1,0,0,24,38,0
14163,7,2,15,0,0,1,4,0,0,0,59,38,0
6272,17,2,9,2,3,0,4,1,0,0,67,38,0
15520,41,2,15,2,11,0,2,1,0,0,39,38,0
13364,39,1,11,2,7,0,1,1,0,0,39,2,0
21248,21,2,15,2,2,0,4,1,0,0,47,38,1
26850,21,2,11,2,0,5,4,0,0,0,35,38,1
23012,11,2,7,4,11,1,4,1,0,0,63,38,0
14525,9,2,11,4,2,3,4,1,0,0,39,38,0
13498,1,2,15,4,7,3,4,0,0,0,15,38,0
20952,0,2,0,4,7,3,4,0,0,0,24,38,0
2507,29,2,1,2,7,0,2,1,93,0,39,38,1
5701,56,2,11,6,11,2,4,0,0,0,14,38,0
27711,34,2,11,0,9,1,4,0,0,0,42,38,0
17510,22,2,9,2,9,0,4,1,0,0,39,38,1
24329,33,0,11,4,0,4,2,0,0,0,11,38,0
5981,6,2,11,5,3,4,4,0,0,0,41,38,0
19073,39,1,15,0,3,1,4,0,0,0,39,38,0
8723,25,2,7,0,0,4,4,0,0,0,39,38,0
13651,27,4,15,5,11,4,4,1,0,0,59,38,0
29724,34,1,12,0,3,1,4,0,0,0,39,38,0
14964,25,2,7,6,12,4,4,0,0,0,23,38,0
17572,19,0,7,2,7,0,4,1,0,0,39,38,0
24143,3,2,11,2,0,5,4,0,0,0,19,38,0
31347,33,2,11,0,7,4,4,0,0,0,24,38,0
28274,6,1,11,0,0,3,4,0,0,0,39,4,0
10121,25,1,15,2,2,0,4,1,0,0,39,38,1
15438,21,2,15,4,0,3,4,0,0,0,39,38,0
4825,1,5,1,4,0,3,4,0,0,0,4,38,0
20804,13,2,15,4,2,4,2,1,0,0,39,38,0
20068,34,2,11,0,2,1,4,1,0,0,39,38,0
11897,18,3,11,2,3,0,4,1,0,0,49,38,1
9940,47,2,11,4,0,1,4,0,0,0,24,38,0
28419,33,2,0,5,0,4,4,0,0,0,39,38,0
14896,31,5,12,0,9,4,4,0,0,0,39,38,0
21240,20,2,8,0,6,1,2,1,0,0,47,38,0
13693,40,2,11,0,0,1,4,0,0,0,39,38,0
26791,21,2,9,2,11,0,4,1,0,0,51,38,1
22395,46,2,5,6,7,1,4,0,0,0,40,38,0
30648,32,0,15,0,3,1,4,0,0,0,49,38,0
18488,37,4,9,0,3,1,4,1,0,0,49,38,0
20344,32,2,1,0,3,1,4,0,0,0,37,38,0
27010,30,2,14,2,11,0,4,1,0,0,44,38,1
12083,29,1,11,2,3,0,4,1,0,0,63,38,0
7801,48,1,11,2,13,0,4,1,0,0,19,38,0
22884,35,1,10,2,3,0,4,1,0,0,39,38,1
20768,0,2,1,4,0,2,4,0,0,0,9,38,0
20171,14,5,15,4,7,3,4,0,0,0,63,38,0
24033,9,2,9,4,11,1,4,0,0,0,39,38,0
18096,37,2,11,0,7,1,4,0,0,0,39,38,0
12714,27,4,4,2,4,0,4,1,0,0,39,25,0
12291,19,2,9,0,12,1,4,0,0,0,39,38,0
14573,15,2,11,2,0,0,4,1,0,0,39,38,0
10767,11,2,11,2,6,0,0,1,0,0,44,38,0
23180,35,0,12,4,0,1,4,0,0,0,39,38,1
11452,8,2,11,4,0,3,4,0,0,0,39,38,0
6229,25,2,15,2,2,0,4,1,0,0,39,38,0
23021,24,2,11,0,13,1,4,1,0,0,39,38,0
10463,7,2,9,4,9,1,4,0,0,0,7,38,0
170,12,2,9,4,3,1,4,0,0,66,44,38,1
4003,31,2,15,0,5,3,4,1,25,0,39,38,0
2212,26,0,8,4,9,1,4,0,103,0,39,38,1
24852,20,2,15,4,3,1,4,0,0,0,39,38,0
1206,34,1,7,2,0,5,4,0,0,25,29,38,0
21574,38,2,11,0,0,4,4,1,0,0,24,38,0
32317,7,2,8,4,13,1,4,1,0,0,39,38,0
20181,20,2,5,0,3,1,4,1,0,0,49,38,0
29068,32,2,11,0,6,1,2,1,0,0,39,38,0
30819,18,2,11,0,13,1,4,1,0,0,59,38,0
14763,31,0,5,3,5,4,4,1,0,0,39,38,0
19683,24,2,15,2,11,0,4,1,0,0,49,38,1
28152,11,2,15,2,6,0,4,1,0,0,44,38,0
28382,24,2,15,2,9,0,2,1,0,0,3,38,0
30025,14,2,14,2,12,0,1,1,0,0,39,18,0
16732,2,2,15,4,11,3,2,0,0,0,19,38,0
29841,27,1,11,2,6,0,4,1,0,0,39,38,0
29300,6,2,11,4,7,3,4,1,0,0,34,38,0
32429,12,2,11,0,7,4,4,0,0,0,44,38,0
5980,10,2,1,2,11,3,2,1,0,0,34,38,0
3717,38,2,11,2,2,0,4,1,49,0,39,38,1
14072,2,2,11,4,12,3,4,1,0,0,39,38,0
23271,32,4,11,0,4,1,4,0,0,0,27,38,0
30477,25,2,8,0,9,1,4,0,0,0,39,38,0
31484,12,2,11,4,0,3,4,0,0,0,39,38,0
23613,33,2,11,2,5,0,2,1,0,0,39,38,0
1218,2,2,15,4,11,3,4,0,0,23,9,38,0
16564,23,3,11,2,3,0,4,1,0,0,39,38,0
22325,39,2,6,6,6,4,4,0,0,0,39,38,0
4307,36,2,11,0,11,3,4,0,0,0,34,38,0
3044,27,2,12,2,3,0,4,1,78,0,39,38,1
20671,15,2,11,2,6,0,4,1,0,0,39,38,1
12424,37,2,9,2,9,0,4,1,0,0,39,38,1
8088,2,2,11,4,2,1,4,0,0,0,39,38,0
9397,7,2,15,4,12,3,4,0,0,0,19,38,0
741,21,2,9,2,9,0,4,1,0,44,39,38,1
17011,13,2,11,0,11,1,4,0,0,0,24,38,0
27988,10,2,15,6,0,4,4,0,0,0,39,38,0
30569,21,2,11,5,13,4,2,0,0,0,29,38,0
3562,21,4,11,2,2,0,4,1,53,0,24,38,0
12425,41,2,5,0,6,3,4,1,0,0,39,38,0
4605,6,2,15,2,0,0,4,1,0,0,39,38,0
8167,40,5,12,2,9,0,4,1,0,0,49,38,1
23925,3,1,15,4,7,1,4,1,0,0,39,38,0
24302,30,2,15,6,0,4,4,0,0,0,39,38,0
29484,21,4,11,2,2,0,4,1,0,0,49,38,0
24454,8,5,15,2,0,0,2,1,0,0,37,38,0
18912,18,2,9,4,0,1,4,0,0,0,42,38,0
26548,19,2,12,2,9,0,3,1,0,0,39,19,1
31860,44,2,3,6,5,1,4,0,0,0,39,38,0
2273,6,5,9,4,9,1,4,1,99,0,39,38,1
8959,16,2,12,2,9,0,4,1,0,0,39,38,1
6384,3,2,11,4,10,3,2,1,0,0,39,38,0
30408,9,2,0,2,2,3,2,1,0,0,39,38,0
4557,29,4,12,0,3,1,4,1,0,0,29,38,0
6679,21,2,6,2,2,0,4,1,0,0,39,38,0
4127,52,1,11,2,2,0,4,1,11,0,5,38,0
14515,17,2,11,5,5,4,4,0,0,0,39,38,0
4824,6,1,15,5,3,4,2,1,0,0,39,38,0
18557,14,2,3,2,4,0,4,1,0,0,44,25,0
477,16,2,11,2,11,0,4,1,0,48,44,38,1
1801,31,2,12,2,9,0,4,1,107,0,39,38,1
24161,15,2,1,4,13,3,4,1,0,0,39,38,0
30054,17,2,15,0,9,4,4,0,0,0,5,38,0
25657,15,2,1,2,5,0,4,1,0,0,39,3,0
26859,10,2,11,2,0,5,4,0,0,0,33,38,0
5603,48,2,15,2,10,0,4,1,0,0,15,38,0
790,8,2,8,2,9,5,4,0,0,44,39,38,1
28285,17,2,12,2,3,0,4,1,0,0,39,38,1
2934,18,2,11,4,0,3,4,0,89,0,39,38,0
4410,0,2,1,4,11,3,4,0,0,0,11,38,0
29452,7,2,15,4,0,3,4,1,0,0,39,38,0
23938,3,2,4,4,5,2,4,1,0,0,39,12,0
9129,29,0,15,0,13,1,4,1,0,0,39,38,0
2425,24,2,9,2,3,0,4,1,93,0,49,38,1
20024,8,2,9,4,7,2,4,1,0,0,39,38,0
19134,11,2,15,4,11,1,4,1,0,0,39,38,0
9415,28,2,9,4,9,1,4,1,0,0,39,38,1
6185,25,4,9,2,4,0,4,1,0,0,44,38,0
18382,19,2,11,5,0,1,4,1,0,0,39,3,0
21655,39,4,3,4,3,1,0,1,0,0,63,38,0
30809,26,4,12,0,7,4,4,0,0,0,29,38,0
8042,7,2,9,4,11,3,4,0,0,0,39,38,0
32344,20,2,11,2,2,0,4,1,0,0,68,25,0
19004,27,2,15,2,13,0,4,1,0,0,49,38,1
28825,47,2,10,2,9,0,4,1,0,0,59,38,1
29299,2,2,15,4,13,1,4,1,0,0,49,38,0
30268,19,1,15,0,5,1,4,1,0,0,49,38,0
27684,8,2,1,0,3,4,4,0,0,0,39,38,0
28470,17,2,11,4,13,3,4,1,0,0,39,38,0
13890,50,4,11,2,4,0,4,1,0,0,49,38,0
13824,35,2,10,2,3,0,4,1,0,0,56,38,1
5499,53,0,11,2,0,0,2,1,0,0,39,38,0
2850,14,2,15,2,4,0,4,1,90,0,49,38,1
19956,6,2,15,4,0,1,4,0,0,0,39,38,0
26602,36,5,0,2,13,0,4,1,0,0,39,38,1
22547,12,2,9,2,10,0,4,1,0,0,39,38,1
28669,4,2,15,4,7,3,4,0,0,0,39,38,0
2579,43,3,9,2,9,0,4,1,93,0,39,38,1
1898,23,2,12,2,3,0,4,1,107,0,49,38,1
9458,40,4,0,0,3,3,4,1,0,0,59,38,1
18789,43,2,15,6,11,1,4,0,0,0,14,38,0
23862,39,4,11,2,2,0,4,1,0,0,54,38,0
11323,28,2,14,2,9,0,4,1,0,0,59,38,1
26774,20,3,15,2,11,0,4,1,0,0,59,38,1
23517,9,2,9,4,3,1,4,0,0,0,44,38,0
15444,20,2,1,0,2,1,4,1,0,0,39,38,0
27985,32,2,15,2,9,0,4,1,0,0,21,38,0
11963,48,2,0,0,5,1,4,0,0,0,27,38,0
18093,55,2,0,6,0,1,4,0,0,0,19,38,0
26605,43,2,0,6,12,4,4,0,0,0,39,38,0
17007,31,2,15,0,0,1,4,0,0,0,47,38,0
11811,11,2,15,2,3,0,4,1,0,0,39,38,0
27388,45,2,11,2,6,0,4,1,0,0,47,38,0
7989,5,2,15,4,7,4,2,0,0,0,29,38,0
14765,8,2,9,4,7,1,4,0,0,0,19,38,0
20256,25,1,12,2,9,5,4,0,0,0,37,38,1
10620,20,2,15,2,2,0,4,1,0,0,49,38,1
26476,43,1,8,2,7,0,4,1,0,0,39,38,0
8020,18,2,0,4,0,3,4,1,0,0,39,38,0
28821,26,2,11,2,6,0,4,1,0,0,39,38,0
29889,16,4,11,2,11,0,4,1,0,0,59,38,0
11678,32,2,11,2,3,0,4,1,0,0,29,17,0
22213,14,2,9,4,9,4,3,1,0,0,39,38,0
14189,6,2,15,4,0,3,4,0,0,0,15,38,0
18608,27,2,11,2,6,0,4,1,0,0,39,38,0
5971,18,2,7,0,7,3,4,0,0,0,39,38,0
4705,15,2,11,4,5,1,4,0,0,0,44,38,0
21914,30,1,11,0,3,1,4,0,0,0,39,38,0
7742,10,2,15,2,5,0,4,1,0,0,39,38,1
20709,26,3,8,2,3,2,4,1,0,0,49,38,1
14990,52,3,9,5,3,1,4,1,0,0,39,38,0
681,29,4,10,2,9,0,4,1,0,45,49,38,1
23522,4,2,15,4,2,1,4,1,0,0,54,38,0
19855,3,2,15,4,7,1,4,1,0,0,34,38,0
19463,42,2,11,2,2,0,4,1,0,0,39,38,1
27307,10,2,15,2,12,0,4,1,0,0,39,38,0
8604,25,2,15,0,0,1,4,0,0,0,29,38,0
1034,13,2,9,2,9,0,4,1,0,35,44,38,0
16150,33,2,8,2,10,0,4,1,0,0,78,38,0
16210,44,4,9,2,4,0,4,1,0,0,19,38,1
22972,8,3,15,0,0,3,4,0,0,0,49,38,0
21176,5,2,11,2,2,0,4,1,0,0,29,38,0
55,15,2,9,4,3,2,4,1,0,74,49,38,1
11403,15,2,0,4,6,3,4,1,0,0,39,25,0
13046,63,4,5,6,4,1,4,1,0,0,34,38,0
14517,16,1,15,2,10,0,4,1,0,0,39,38,0
2326,19,2,11,0,13,1,4,1,96,0,44,38,1
3181,13,2,9,4,13,1,4,1,73,0,39,38,0
30136,25,2,9,2,11,0,4,1,0,0,39,38,1
20414,9,2,9,4,0,3,4,1,0,0,39,38,0
26701,18,4,9,2,4,0,4,1,0,0,44,38,0
24132,7,2,11,4,7,3,2,1,0,0,39,38,0
25059,30,2,11,2,7,5,4,0,0,0,37,38,0
26866,5,4,11,4,4,3,4,1,0,0,39,38,0
17923,33,2,11,2,2,0,4,1,0,0,39,38,0
10498,14,2,1,4,2,1,4,1,0,0,39,38,0
20823,14,2,5,5,2,1,4,0,0,0,39,38,0
22442,5,2,11,4,11,1,4,1,0,0,39,38,0
15792,20,2,15,2,7,0,2,1,0,0,29,38,0
679,39,2,9,2,9,0,4,1,0,45,63,38,1
21798,20,2,11,0,7,1,4,0,0,0,29,38,0
30350,14,5,15,0,10,1,4,1,0,0,39,38,1
23260,18,2,15,0,7,4,2,0,0,0,39,38,0
19522,29,2,9,0,9,4,4,0,0,0,39,38,0
21250,34,2,15,0,0,4,4,0,0,0,39,38,0
956,22,2,12,2,9,0,4,1,0,42,49,38,1
14397,18,2,9,3,2,4,4,1,0,0,39,38,0
28755,24,3,15,2,3,0,4,1,0,0,49,38,0
17243,4,2,15,4,7,4,4,0,0,0,34,38,0
3495,24,4,11,0,11,1,4,1,59,0,44,38,0
8033,13,2,15,4,2,2,4,1,0,0,39,25,0
97,22,3,8,2,2,0,4,1,0,73,39,38,1
17840,42,2,14,4,9,1,4,1,0,0,49,38,0
5642,10,2,0,0,7,1,4,0,0,0,39,38,0
16296,40,2,11,2,3,5,4,0,0,0,39,38,0
9678,46,4,5,2,4,0,4,1,0,0,29,38,0
19666,37,2,11,6,5,4,4,0,0,0,39,38,0
29752,6,2,9,4,11,3,4,1,0,0,54,38,0
15251,25,5,15,4,3,1,4,0,0,0,39,38,0
5795,34,2,11,2,13,0,4,1,0,0,78,38,1
22113,26,4,9,2,4,0,4,1,0,0,67,38,1
19111,36,2,11,2,12,0,4,1,0,0,39,38,1
27490,6,2,0,4,2,1,4,0,0,0,39,38,0
31643,44,2,11,2,7,5,4,0,0,0,3,38,0
12959,11,2,15,2,3,0,1,1,0,0,39,29,0
23442,1,2,2,4,5,3,4,1,0,0,17,38,0
13766,4,2,6,3,5,3,4,1,0,0,39,38,0
31377,18,2,8,4,13,1,4,1,0,0,39,38,0
11139,4,2,11,4,6,3,4,1,0,0,39,38,0
10160,51,2,1,0,13,1,4,1,0,0,67,38,0
16516,6,2,11,4,11,3,4,1,0,0,39,38,0
7675,32,2,6,0,7,1,2,1,0,0,36,38,0
996,42,2,11,0,11,4,4,0,0,38,29,38,0
5422,26,2,12,4,7,1,4,0,0,0,29,30,0
27911,20,2,11,2,3,0,4,1,0,0,39,38,1
12030,38,1,11,0,0,1,4,0,0,0,39,38,1
29398,9,1,9,4,9,1,4,0,0,0,39,38,0
4972,42,2,11,2,7,0,4,1,0,0,39,38,1
13316,12,2,15,2,9,0,4,1,0,0,39,38,0
14761,31,2,12,2,3,0,4,1,0,0,39,38,1
17673,14,2,9,0,3,4,4,0,0,0,39,38,0
8729,5,2,15,4,7,1,4,1,0,0,24,38,0
5988,24,2,15,2,4,0,4,1,0,0,15,38,0
24175,33,4,9,0,9,1,4,0,0,0,59,38,0
10631,20,3,15,2,13,0,4,1,0,0,54,38,1
19025,4,2,11,4,3,3,4,0,0,0,39,38,0
31475,7,2,11,4,11,4,2,1,0,0,24,38,0
1099,3,2,15,4,0,3,4,0,0,31,27,38,0
14852,33,1,12,0,9,1,0,0,0,0,49,38,1
25057,11,2,11,2,13,0,4,1,0,0,44,38,1
15170,14,2,9,4,9,1,4,1,0,0,39,38,0
9265,10,2,11,4,2,1,4,1,0,0,39,38,0
28312,22,2,7,6,0,4,4,0,0,0,44,38,0
11229,16,2,8,4,9,4,2,0,0,0,25,38,0
11494,28,1,15,0,0,1,4,0,0,0,37,38,0
22264,3,2,15,4,0,3,4,0,0,0,19,38,0
13391,37,2,11,4,9,1,4,1,0,0,39,38,0
10413,5,2,7,4,11,3,4,0,0,0,24,38,0
22667,27,2,9,0,11,4,4,1,0,0,43,38,1
10165,28,2,12,0,9,4,4,0,0,0,49,38,0
1450,11,2,9,4,0,1,4,1,0,14,39,38,0
21884,4,2,15,4,7,3,4,1,0,0,24,38,0
29587,12,2,12,4,9,1,4,1,0,0,54,33,0
24564,3,2,11,4,5,3,4,1,0,0,37,38,0
18078,44,2,0,2,11,0,4,1,0,0,39,38,0
4504,45,2,11,6,7,1,4,0,0,0,23,38,0
15780,29,2,15,2,11,0,4,1,0,0,39,38,1
15457,12,2,11,4,2,1,4,1,0,0,49,38,0
19927,47,2,9,6,9,1,4,0,0,0,29,38,0
23295,50,2,15,6,0,1,4,0,0,0,24,38,0
16092,13,0,11,5,0,2,2,1,0,0,34,38,0
13187,10,2,11,2,13,0,4,1,0,0,39,38,0
9499,28,4,11,2,3,0,1,1,0,0,39,2,0
26277,10,2,11,2,7,5,4,0,0,0,39,38,1
384,38,3,11,2,3,0,4,1,0,48,44,38,1
29894,11,5,12,2,3,0,2,1,0,0,39,22,0
13607,11,2,15,4,0,1,4,0,0,0,39,38,0
17715,22,2,11,0,8,4,2,0,0,0,15,38,0
1876,13,2,15,2,3,0,4,1,107,0,59,38,1
8050,26,2,12,2,9,0,4,1,0,0,49,38,1
31546,7,2,11,4,6,1,4,1,0,0,39,38,0
25811,11,2,1,4,7,1,2,0,0,0,39,22,0
23843,34,2,11,0,7,1,4,0,0,0,39,38,0
27157,18,2,11,0,2,1,4,0,0,0,39,38,0
31564,40,3,11,2,11,0,4,1,0,0,44,38,1
7326,14,2,15,3,13,4,4,1,0,0,49,38,0
13839,13,2,9,4,7,1,4,1,0,0,39,38,0
13509,5,2,11,4,2,3,4,1,0,0,39,38,0
31810,39,2,6,2,11,0,4,1,0,0,39,38,0
10327,32,2,6,2,5,0,4,1,0,0,44,38,0
31617,23,0,15,0,3,1,2,0,0,0,39,38,0
20831,26,2,15,2,11,0,4,1,0,0,49,38,1
17707,8,2,11,4,6,3,4,1,0,0,35,38,0
19187,12,2,15,4,13,4,4,1,0,0,39,38,0
24571,12,5,12,2,9,0,4,1,0,0,14,38,0
11920,28,4,11,2,3,0,4,1,0,0,39,38,0
11937,5,2,11,4,6,3,4,1,0,0,39,38,0
20692,30,2,11,2,2,0,4,1,0,0,39,38,1
921,10,2,15,4,2,1,1,1,0,43,44,0,0
30070,9,3,11,0,3,1,4,1,0,0,74,38,1
24913,44,2,5,2,4,0,4,1,0,0,53,38,0
23172,6,2,11,4,7,1,4,0,0,0,39,38,0
16865,34,4,9,2,3,5,4,0,0,0,39,38,1
1294,27,5,15,0,0,1,2,0,0,21,39,38,0
1527,5,4,11,4,9,4,4,0,117,0,39,5,1
28775,12,4,12,2,2,0,4,1,0,0,29,38,0
23894,28,2,11,2,6,0,4,1,0,0,39,38,0
9320,10,2,11,2,5,0,4,1,0,0,39,25,0
5315,17,2,11,2,0,5,4,0,0,0,39,38,0
24891,22,2,8,2,2,0,4,1,0,0,39,38,0
13587,20,2,11,2,6,0,4,1,0,0,39,38,0
27686,9,2,11,2,13,0,4,1,0,0,39,38,1
892,22,2,9,2,3,0,4,1,0,44,39,38,1
32557,10,2,7,2,12,5,4,0,0,0,37,38,0
4055,8,2,15,4,12,1,2,0,24,0,49,38,0
4795,54,2,11,2,2,0,4,1,0,0,14,38,0
4374,19,2,15,0,7,4,4,0,0,0,39,25,0
15672,17,2,9,2,11,0,4,1,0,0,44,22,0
30180,21,2,14,2,11,5,4,0,0,0,39,38,0
12181,8,2,9,2,9,0,4,1,0,0,39,38,0
3734,22,2,9,2,11,0,4,1,49,0,47,38,1
22384,41,2,0,2,13,0,4,1,0,0,39,38,0
598,40,2,9,2,11,0,4,1,0,45,39,38,1
6536,21,2,14,4,9,1,4,1,0,0,49,38,0
22692,25,5,9,2,3,0,4,1,0,0,47,38,1
21572,23,2,1,2,6,0,4,1,0,0,29,38,0
8760,35,4,15,4,9,3,4,0,0,0,34,38,0
8521,30,2,12,4,9,1,4,0,0,0,34,38,0
8372,20,2,12,2,9,0,4,1,0,0,44,38,0
12311,2,2,15,4,7,3,4,1,0,0,23,38,0
18132,15,2,11,2,2,0,4,1,0,0,49,38,0
24119,18,5,11,0,10,4,4,0,0,0,39,38,0
31089,20,2,15,2,2,0,4,1,0,0,34,38,1
19173,12,1,9,4,5,3,4,1,0,0,39,38,0
10355,14,2,0,4,0,4,2,0,0,0,39,38,0
25971,21,2,7,4,2,1,4,1,0,0,39,38,0
12623,12,2,7,2,9,0,4,1,0,0,49,38,0
16339,18,2,15,6,0,4,4,0,0,0,29,38,0
6797,18,2,11,0,5,3,4,1,0,0,34,38,0
26842,7,2,9,4,4,1,4,1,0,0,39,38,0
19298,38,4,10,0,3,1,4,0,0,0,29,38,0
4773,48,2,6,6,8,4,2,0,0,0,23,38,0
30142,33,2,11,2,5,0,4,1,0,0,39,38,1
24557,18,1,9,0,9,1,4,1,0,0,39,38,0
14120,14,2,11,2,2,0,4,1,0,0,51,38,0
25650,40,0,15,2,0,0,4,1,0,0,39,38,1
19711,22,2,11,2,3,0,4,1,0,0,39,38,1
27379,21,2,15,0,2,4,4,1,0,0,39,38,0
26797,15,2,9,4,9,1,4,0,0,0,39,38,0
21261,30,2,15,2,9,0,4,1,0,0,39,38,1
8701,4,2,11,4,11,1,4,1,0,0,54,38,0
5170,13,2,8,2,13,0,4,1,0,0,39,38,0
16404,14,2,15,2,12,0,4,1,0,0,39,38,0
23823,6,2,11,4,11,3,4,1,0,0,39,38,0
19834,31,0,11,0,0,1,4,1,0,0,39,38,0
31939,65,4,11,2,4,0,4,1,0,0,19,38,0
13423,23,2,9,2,7,5,4,0,0,0,39,32,0
26018,0,2,1,4,2,3,4,1,0,0,19,38,0
3441,25,2,15,2,6,0,4,1,63,0,39,38,0
6044,13,2,11,0,2,4,4,0,0,0,39,38,0
16360,23,2,15,2,5,0,4,1,0,0,39,38,0
28902,21,2,8,0,0,4,4,0,0,0,39,38,0
9003,10,2,3,4,7,3,3,1,0,0,34,5,0
26621,45,2,0,0,7,3,4,0,0,0,39,38,0
31550,18,2,15,0,0,1,4,0,0,0,39,38,0
28539,22,2,15,4,2,1,4,1,0,0,39,38,0
25035,40,5,15,2,9,0,2,1,0,0,34,38,1
5099,31,0,9,0,3,4,4,1,0,0,57,38,1
30787,32,3,15,2,9,5,4,0,0,0,63,38,1
2483,38,2,15,2,2,0,2,1,93,0,39,32,1
20632,12,1,9,4,9,1,4,1,0,0,39,38,0
